,,precision,recall,f1-score,support
0,smiling_encouraging,0.0,0.0,0.0,1060
1,smiling_endearment,0.0,0.0,0.0,1200
2,smiling_flirting,0.0,0.0,0.0,1840
3,smiling_sad_nostalgia,0.14573285804151814,0.9652777777777778,0.25323374020768813,1440
4,smiling_sardonic,0.0,0.0,0.0,940
5,smiling_triumphant,0.43870967741935485,0.050746268656716415,0.09096989966555184,1340
6,smiling_uncertain,0.42358078602620086,0.060625,0.1060688901038819,1600
7,smiling_winning,0.0,0.0,0.0,860
8,smiling_yeah_right,0.0,0.0,0.0,1600
9,macro avg,0.11200259127634155,0.11962767182605491,0.050030281108569094,11880
10,weighted avg,0.124196594357209,0.1308922558922559,0.05524128582635702,11880
