,,precision,recall,f1-score,support
0,smiling_encouraging,0.016597510373443983,0.015384615384615385,0.01596806387225549,520
1,smiling_endearment,0.0,0.0,0.0,600
2,smiling_flirting,0.0,0.0,0.0,900
3,smiling_sad_nostalgia,0.1469205453690644,0.8928571428571429,0.2523213564796124,700
4,smiling_sardonic,0.0,0.0,0.0,460
5,smiling_triumphant,0.375609756097561,0.23333333333333334,0.28785046728971964,660
6,smiling_uncertain,0.5926724137931034,0.34375,0.435126582278481,800
7,smiling_winning,0.0,0.0,0.0,420
8,smiling_yeah_right,0.05,0.00375,0.006976744186046511,800
9,macro avg,0.13131113618146364,0.16545278795278795,0.11091591267845723,5860
10,weighted avg,0.14906407119648618,0.181740614334471,0.12433315910104754,5860
