,,precision,recall,f1-score,support
0,smiling_encouraging,0.0,0.0,0.0,380
1,smiling_endearment,0.0,0.0,0.0,440
2,smiling_flirting,0.0,0.0,0.0,660
3,smiling_sad_nostalgia,0.13731596828992074,0.9326923076923077,0.23938795656465944,520
4,smiling_sardonic,0.0,0.0,0.0,340
5,smiling_triumphant,0.34615384615384615,0.01875,0.035573122529644265,480
6,smiling_uncertain,0.5491803278688525,0.34655172413793106,0.4249471458773785,580
7,smiling_winning,0.0,0.0,0.0,300
8,smiling_yeah_right,0.0,0.0,0.0,580
9,macro avg,0.11473890470140215,0.14422155909224876,0.07776758055240912,4280
10,weighted avg,0.1299258737917148,0.16238317757009346,0.09066032262540459,4280
