,,precision,recall,f1-score,support
0,smiling_encouraging,0.056657223796033995,0.027777777777777776,0.03727865796831314,720
1,smiling_endearment,0.0,0.0,0.0,800
2,smiling_flirting,0.0,0.0,0.0,1220
3,smiling_sad_nostalgia,0.12288595810705974,0.825,0.21390952059419313,960
4,smiling_sardonic,0.0,0.0,0.0,640
5,smiling_triumphant,0.2777777777777778,0.011111111111111112,0.021367521367521368,900
6,smiling_uncertain,0.2926829268292683,0.17777777777777778,0.22119815668202766,1080
7,smiling_winning,0.0,0.0,0.0,580
8,smiling_yeah_right,0.0,0.0,0.0,1080
9,macro avg,0.0833337651677933,0.11574074074074073,0.054861539623561696,7980
10,weighted avg,0.09083474710420193,0.12706766917293233,0.061443427563279446,7980
