,,precision,recall,f1-score,support
0,smiling_encouraging,0.040380047505938245,0.032692307692307694,0.03613177470775771,520
1,smiling_endearment,0.0,0.0,0.0,600
2,smiling_flirting,0.0,0.0,0.0,900
3,smiling_sad_nostalgia,0.14822817631806395,0.98,0.2575075075075075,700
4,smiling_sardonic,0.0,0.0,0.0,460
5,smiling_triumphant,0.05555555555555555,0.006060606060606061,0.01092896174863388,660
6,smiling_uncertain,0.505982905982906,0.37,0.42743682310469316,800
7,smiling_winning,0.041666666666666664,0.002380952380952381,0.0045045045045045045,420
8,smiling_yeah_right,0.0,0.0,0.0,800
9,macro avg,0.08797926133657004,0.15457042957042957,0.08183439684145519,5860
10,weighted avg,0.09960927296565257,0.17133105802047782,0.09387342034693413,5860
