,,precision,recall,f1-score,support
0,smiling_encouraging,0.0,0.0,0.0,80
1,smiling_endearment,0.0,0.0,0.0,100
2,smiling_flirting,1.0,0.014285714285714285,0.028169014084507043,140
3,smiling_sad_nostalgia,0.1376037959667853,0.9666666666666667,0.2409138110072689,120
4,smiling_sardonic,0.0,0.0,0.0,80
5,smiling_triumphant,0.0,0.0,0.0,100
6,smiling_uncertain,0.33962264150943394,0.15,0.20809248554913296,120
7,smiling_winning,0.0,0.0,0.0,60
8,smiling_yeah_right,0.1111111111111111,0.008333333333333333,0.015503875968992248,120
9,macro avg,0.1764819498430367,0.12658730158730158,0.05474213184554458,920
10,weighted avg,0.22891359329399963,0.14891304347826087,0.06487487247269379,920
