,,precision,recall,f1-score,support
0,smiling_encouraging,0.0,0.0,0.0,180
1,smiling_endearment,0.0,0.0,0.0,200
2,smiling_flirting,0.0,0.0,0.0,300
3,smiling_sad_nostalgia,0.1330352152040246,0.9916666666666667,0.23459832429768357,240
4,smiling_sardonic,0.0,0.0,0.0,160
5,smiling_triumphant,0.0,0.0,0.0,220
6,smiling_uncertain,0.647887323943662,0.35384615384615387,0.4577114427860696,260
7,smiling_winning,0.0,0.0,0.0,140
8,smiling_yeah_right,0.0,0.0,0.0,260
9,macro avg,0.08676917101640963,0.1495014245014245,0.07692330745375037,1960
10,weighted avg,0.10223426320118267,0.1683673469387755,0.0894431494672562,1960
