,,precision,recall,f1-score,support
0,smiling_encouraging,0.00390625,0.002777777777777778,0.0032467532467532465,360
1,smiling_endearment,0.0,0.0,0.0,400
2,smiling_flirting,0.0,0.0,0.0,600
3,smiling_sad_nostalgia,0.13241702983573583,0.8229166666666666,0.2281259023967658,480
4,smiling_sardonic,0.0,0.0,0.0,320
5,smiling_triumphant,0.0,0.0,0.0,440
6,smiling_uncertain,0.42209631728045327,0.2759259259259259,0.3337066069428891,540
7,smiling_winning,0.0,0.0,0.0,280
8,smiling_yeah_right,0.01079136690647482,0.005555555555555556,0.007334963325183375,540
9,macro avg,0.0632456626691849,0.12301954732510288,0.0636015806568435,3960
10,weighted avg,0.07543580146012485,0.1383838383838384,0.07445245259192876,3960
