,,precision,recall,f1-score,support
0,smiling_encouraging,0.0,0.0,0.0,2120
1,smiling_endearment,0.0,0.0,0.0,2400
2,smiling_flirting,0.0,0.0,0.0,3660
3,smiling_sad_nostalgia,0.12998908452375302,0.9576923076923077,0.22890811081860346,2860
4,smiling_sardonic,0.0,0.0,0.0,1880
5,smiling_triumphant,0.4492753623188406,0.011567164179104477,0.022553655874863587,2680
6,smiling_uncertain,0.31756756756756754,0.05875,0.09915611814345991,3200
7,smiling_winning,0.0,0.0,0.0,1720
8,smiling_yeah_right,0.005543237250554324,0.003125,0.003996802557953638,3200
9,macro avg,0.1002639168511906,0.11457049687460136,0.03940163193276451,23720
10,weighted avg,0.1100245079329855,0.1251264755480607,0.044064516902629164,23720
