,,precision,recall,f1-score,support
0,smiling_encouraging,0.0,0.0,0.0,720
1,smiling_endearment,0.0,0.0,0.0,800
2,smiling_flirting,0.0,0.0,0.0,1220
3,smiling_sad_nostalgia,0.13327756866025373,0.9958333333333333,0.23509160211484076,960
4,smiling_sardonic,0.0,0.0,0.0,640
5,smiling_triumphant,0.46153846153846156,0.06666666666666667,0.11650485436893204,900
6,smiling_uncertain,0.5669642857142857,0.1175925925925926,0.19478527607361962,1080
7,smiling_winning,0.0,0.0,0.0,580
8,smiling_yeah_right,0.013377926421404682,0.003703703703703704,0.005801305293691081,1080
9,macro avg,0.13057313803715617,0.13153292181069962,0.06135367087234261,7980
10,weighted avg,0.14662915669235646,0.143734335839599,0.06856839784949643,7980
