,,precision,recall,f1-score,support
0,smiling_encouraging,0.00909090909090909,0.0035714285714285713,0.005128205128205128,280
1,smiling_endearment,0.0,0.0,0.0,320
2,smiling_flirting,0.4,0.004,0.007920792079207921,500
3,smiling_sad_nostalgia,0.13631633714880334,0.9825,0.23941516905269575,400
4,smiling_sardonic,0.0,0.0,0.0,260
5,smiling_triumphant,0.5,0.002777777777777778,0.005524861878453039,360
6,smiling_uncertain,0.6744186046511628,0.1318181818181818,0.22053231939163495,440
7,smiling_winning,0.0,0.0,0.0,220
8,smiling_yeah_right,0.0,0.0,0.0,440
9,macro avg,0.19109176121009722,0.1249630431297098,0.05316903861446631,3220
10,weighted avg,0.22789322218990296,0.14130434782608695,0.06216941984631744,3220
