,,precision,recall,f1-score,support
0,smiling_encouraging,0.01809954751131222,0.01904761904761905,0.018561484918793503,420
1,smiling_endearment,0.0,0.0,0.0,480
2,smiling_flirting,0.0,0.0,0.0,720
3,smiling_sad_nostalgia,0.13185935002663826,0.8839285714285714,0.2294853963838665,560
4,smiling_sardonic,0.0,0.0,0.0,380
5,smiling_triumphant,0.25,0.012962962962962963,0.024647887323943664,540
6,smiling_uncertain,0.26976744186046514,0.090625,0.13567251461988303,640
7,smiling_winning,0.0,0.0,0.0,340
8,smiling_yeah_right,0.003861003861003861,0.0015625,0.002224694104560623,640
9,macro avg,0.0748430381399355,0.11201407260435037,0.04562133081678303,4720
10,weighted avg,0.08295873966767135,0.12055084745762712,0.05039655050411696,4720
