,,precision,recall,f1-score,support
0,smiling_encouraging,0.0,0.0,0.0,80
1,smiling_endearment,0.25,0.01,0.019230769230769232,100
2,smiling_flirting,0.25,0.0125,0.023809523809523808,160
3,smiling_sad_nostalgia,0.14814814814814814,0.9,0.254416961130742,120
4,smiling_sardonic,0.0,0.0,0.0,80
5,smiling_triumphant,0.6666666666666666,0.06666666666666667,0.1212121212121212,120
6,smiling_uncertain,0.2857142857142857,0.5,0.36363636363636365,140
7,smiling_winning,0.0,0.0,0.0,60
8,smiling_yeah_right,0.0,0.0,0.0,140
9,macro avg,0.1778365667254556,0.16546296296296298,0.08692285989105776,1000
10,weighted avg,0.20277777777777778,0.189,0.10171718152283524,1000
