,,precision,recall,f1-score,support
0,smiling_encouraging,0.011494252873563218,0.01904761904761905,0.014336917562724014,420
1,smiling_endearment,0.0,0.0,0.0,480
2,smiling_flirting,0.0,0.0,0.0,720
3,smiling_sad_nostalgia,0.14551192145862551,0.7410714285714286,0.2432590855803048,560
4,smiling_sardonic,0.0,0.0,0.0,380
5,smiling_triumphant,0.4036697247706422,0.16296296296296298,0.23218997361477572,540
6,smiling_uncertain,0.46482122260668973,0.6296875,0.5348374253483742,640
7,smiling_winning,0.0,0.0,0.0,340
8,smiling_yeah_right,0.0,0.0,0.0,640
9,macro avg,0.11394412463439117,0.1725299456202234,0.11384704467846432,4720
10,weighted avg,0.1274960796754566,0.19364406779661017,0.12922142611785026,4720
