,,precision,recall,f1-score,support
0,smiling_encouraging,0.034482758620689655,0.0011627906976744186,0.0022497187851518562,860
1,smiling_endearment,0.0,0.0,0.0,960
2,smiling_flirting,0.058823529411764705,0.0006756756756756757,0.0013360053440213762,1480
3,smiling_sad_nostalgia,0.12542633953130158,0.9827586206896551,0.22246072787589033,1160
4,smiling_sardonic,0.0,0.0,0.0,760
5,smiling_triumphant,0.5555555555555556,0.05092592592592592,0.0932994062765055,1080
6,smiling_uncertain,0.45217391304347826,0.040625,0.07455197132616487,1280
7,smiling_winning,0.0,0.0,0.0,700
8,smiling_yeah_right,0.0,0.0,0.0,1280
9,macro avg,0.13627356624030998,0.11957200144321457,0.043766425511970436,9560
10,weighted avg,0.15073129272961994,0.13064853556485356,0.04792430674440711,9560
