,,precision,recall,f1-score,support
0,smiling_encouraging,0.0,0.0,0.0,180
1,smiling_endearment,0.0,0.0,0.0,220
2,smiling_flirting,0.0,0.0,0.0,320
3,smiling_sad_nostalgia,0.1272365805168986,0.9846153846153847,0.2253521126760563,260
4,smiling_sardonic,0.0,0.0,0.0,160
5,smiling_triumphant,1.0,0.004166666666666667,0.008298755186721992,240
6,smiling_uncertain,0.675,0.09642857142857143,0.16875,280
7,smiling_winning,0.0,0.0,0.0,140
8,smiling_yeah_right,0.0,0.0,0.0,280
9,macro avg,0.20024850894632207,0.12057895807895809,0.044711207540308696,2080
10,weighted avg,0.22215457256461232,0.13653846153846153,0.05184290891374419,2080
