,,precision,recall,f1-score,support
0,smiling_encouraging,0.03669008587041374,0.04519230769230769,0.04049978457561396,1040
1,smiling_endearment,0.0,0.0,0.0,1180
2,smiling_flirting,0.0,0.0,0.0,1800
3,smiling_sad_nostalgia,0.1596470116325712,0.8528571428571429,0.2689492059916657,1400
4,smiling_sardonic,0.0,0.0,0.0,920
5,smiling_triumphant,0.4541832669322709,0.08636363636363636,0.14513049013367282,1320
6,smiling_uncertain,0.38106995884773665,0.5860759493670886,0.46184538653366586,1580
7,smiling_winning,0.0,0.0,0.0,840
8,smiling_yeah_right,0.0891089108910891,0.00569620253164557,0.01070791195716835,1580
9,macro avg,0.12452213713045353,0.17513169320131347,0.10301475324353186,11660
10,weighted avg,0.13757015712939727,0.19639794168096056,0.11636836388841651,11660
