,,precision,recall,f1-score,support
0,smiling_encouraging,0.0,0.0,0.0,860
1,smiling_endearment,0.0,0.0,0.0,960
2,smiling_flirting,0.09090909090909091,0.0013513513513513514,0.0026631158455392807,1480
3,smiling_sad_nostalgia,0.1324599708879185,0.9413793103448276,0.23224159931943858,1160
4,smiling_sardonic,0.0,0.0,0.0,760
5,smiling_triumphant,0.32558139534883723,0.025925925925925925,0.04802744425385935,1080
6,smiling_uncertain,0.42618741976893454,0.259375,0.32248664400194277,1280
7,smiling_winning,0.0,0.0,0.0,700
8,smiling_yeah_right,0.017316017316017316,0.003125,0.005294506949040371,1280
9,macro avg,0.11027265491453316,0.1367951764024561,0.06785703448553558,9560
10,weighted avg,0.12630871623649817,0.15251046025104603,0.07790493511227756,9560
