,,precision,recall,f1-score,support
0,smiling_encouraging,0.0,0.0,0.0,840
1,smiling_endearment,0.0,0.0,0.0,940
2,smiling_flirting,0.0,0.0,0.0,1440
3,smiling_sad_nostalgia,0.1268450184501845,0.9821428571428571,0.2246732026143791,1120
4,smiling_sardonic,0.0,0.0,0.0,740
5,smiling_triumphant,1.0,0.0009433962264150943,0.001885014137606032,1060
6,smiling_uncertain,0.5321428571428571,0.11825396825396825,0.19350649350649352,1260
7,smiling_winning,0.022222222222222223,0.0015151515151515152,0.0028368794326241137,660
8,smiling_yeah_right,0.0,0.0,0.0,1260
9,macro avg,0.18680112197947377,0.12253948590426576,0.046989065521233636,9320
10,weighted avg,0.20249282052906364,0.1342274678111588,0.05357538885812025,9320
