,,precision,recall,f1-score,support
0,smiling_encouraging,0.0,0.0,0.0,2120
1,smiling_endearment,0.0,0.0,0.0,2400
2,smiling_flirting,0.07692307692307693,0.001092896174863388,0.0021551724137931034,3660
3,smiling_sad_nostalgia,0.15705412599822538,0.8664335664335664,0.2659083592660157,2860
4,smiling_sardonic,0.0,0.0,0.0,1880
5,smiling_triumphant,0.12568306010928962,0.017164179104477612,0.03020354563361786,2680
6,smiling_uncertain,0.2972742759795571,0.1090625,0.1595793324188386,3200
7,smiling_winning,0.0,0.0,0.0,1720
8,smiling_yeah_right,0.0039164490861618795,0.0075,0.005145797598627787,3200
9,macro avg,0.07342788756625676,0.11125034907921193,0.05144357859232144,23720
10,weighted avg,0.08563887787506673,0.12230185497470489,0.05802916344389865,23720
