,,precision,recall,f1-score,support
0,smiling_encouraging,0.024930747922437674,0.0021226415094339622,0.0039121930015214084,4240
1,smiling_endearment,0.0,0.0,0.0,4800
2,smiling_flirting,0.19230769230769232,0.0006830601092896175,0.001361285053090117,7320
3,smiling_sad_nostalgia,0.17742944094717972,0.7440559440559441,0.2865317938533006,5720
4,smiling_sardonic,0.0,0.0,0.0,3760
5,smiling_triumphant,0.16988416988416988,0.01647940074906367,0.0300443837487197,5340
6,smiling_uncertain,0.2525279403938265,0.4462382445141066,0.3225331369661266,6380
7,smiling_winning,0.0,0.0,0.0,3420
8,smiling_yeah_right,0.006398367952522255,0.010815047021943573,0.008040083896527616,6380
9,macro avg,0.09149759548975869,0.13559937088442017,0.07249143072436512,47360
10,weighted avg,0.10742032085161492,0.15358952702702702,0.0830871690050221,47360
