,,precision,recall,f1-score,support
0,smiling_encouraging,0.0,0.0,0.0,360
1,smiling_endearment,0.0,0.0,0.0,400
2,smiling_flirting,0.36363636363636365,0.006666666666666667,0.013093289689034372,600
3,smiling_sad_nostalgia,0.14346375492872307,0.9854166666666667,0.2504633306857294,480
4,smiling_sardonic,0.0,0.0,0.0,320
5,smiling_triumphant,0.9166666666666666,0.025,0.04867256637168142,440
6,smiling_uncertain,0.4621676891615542,0.4185185185185185,0.43926141885325554,540
7,smiling_winning,0.0,0.0,0.0,280
8,smiling_yeah_right,0.015151515151515152,0.003703703703703704,0.005952380952380953,540
9,macro avg,0.2112317766160914,0.15992283950617284,0.0841603318391202,3960
10,weighted avg,0.23942679904292827,0.1808080808080808,0.09846205900029148,3960
