,,precision,recall,f1-score,support
0,smiling_encouraging,0.0,0.0,0.0,180
1,smiling_endearment,0.0,0.0,0.0,200
2,smiling_flirting,0.0,0.0,0.0,300
3,smiling_sad_nostalgia,0.1314475873544093,0.9875,0.23201174743024958,240
4,smiling_sardonic,0.0,0.0,0.0,160
5,smiling_triumphant,0.0,0.0,0.0,220
6,smiling_uncertain,0.6395348837209303,0.21153846153846154,0.3179190751445087,260
7,smiling_winning,0.0,0.0,0.0,140
8,smiling_yeah_right,0.0,0.0,0.0,260
9,macro avg,0.08566471900837107,0.13322649572649573,0.06110342473052869,1960
10,weighted avg,0.10093188302678575,0.1489795918367347,0.07058254026573069,1960
